player,2020_pos,2020_age,team_id,2020_g,2020_gs,2020_mp_per_g,2020_fg_per_g,2020_fga_per_g,2020_fg_pct,2020_fg3_per_g,2020_fg3a_per_g,2020_fg3_pct,2020_fg2_per_g,2020_fg2a_per_g,2020_fg2_pct,2020_efg_pct,2020_ft_per_g,2020_fta_per_g,2020_ft_pct,2020_orb_per_g,2020_drb_per_g,2020_trb_per_g,2020_ast_per_g,2020_stl_per_g,2020_blk_per_g,2020_tov_per_g,2020_pf_per_g,2020_pts_per_g,player_id,2021_pos,2021_age,2021_g,2021_gs,2021_mp_per_g,2021_fg_per_g,2021_fga_per_g,2021_fg_pct,2021_fg3_per_g,2021_fg3a_per_g,2021_fg3_pct,2021_fg2_per_g,2021_fg2a_per_g,2021_fg2_pct,2021_efg_pct,2021_ft_per_g,2021_fta_per_g,2021_ft_pct,2021_orb_per_g,2021_drb_per_g,2021_trb_per_g,2021_ast_per_g,2021_stl_per_g,2021_blk_per_g,2021_tov_per_g,2021_pf_per_g,2021_pts_per_g,2020_mp,2020_per,2020_ts_pct,2020_fg3a_per_fga_pct,2020_fta_per_fga_pct,2020_orb_pct,2020_drb_pct,2020_trb_pct,2020_ast_pct,2020_stl_pct,2020_blk_pct,2020_tov_pct,2020_usg_pct,2020_ws-dum,2020_ows,2020_dws,2020_ws,2020_ws_per_48,2020_bpm-dum,2020_obpm,2020_dbpm,2020_bpm,2020_vorp,2021_mp,2021_per,2021_ts_pct,2021_fg3a_per_fga_pct,2021_fta_per_fga_pct,2021_orb_pct,2021_drb_pct,2021_trb_pct,2021_ast_pct,2021_stl_pct,2021_blk_pct,2021_tov_pct,2021_usg_pct,2021_ws-dum,2021_ows,2021_dws,2021_ws,2021_ws_per_48,2021_bpm-dum,2021_obpm,2021_dbpm,2021_bpm,2021_vorp,2020_salary,2021_salary,img_link
Nicolas Batum,SF,31,LAC,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,0.6,1.5,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,batumni01,SF,32,35,35,29.5,3.1,6.5,.472,1.9,4.4,.439,1.1,2.1,.541,.620,0.9,1.0,.833,0.9,3.9,4.8,2.4,1.2,0.4,0.7,1.7,9.0,505,9.2,.463,.605,.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,,0.2,0.4,0.6,.055,,-2.8,0.9,-1.9,0.0,1031,13.5,.641,.677,.157,3.3,14.5,9.1,10.6,2.0,1.1,9.6,11.6,,1.9,1.1,3.0,.140,,0.9,0.4,1.3,0.9,25565217,29695187,https://www.2kratings.com/wp-content/uploads/Nicolas-Batum-2K-Rating.png
Aron Baynes,C,33,TOR,42,28,22.2,4.4,9.1,.480,1.4,4.0,.351,3.0,5.1,.582,.558,1.3,1.8,.747,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5,baynear01,C,34,33,26,19.7,2.7,6.1,.440,0.5,2.1,.243,2.2,3.9,.546,.483,0.5,0.6,.750,1.6,3.8,5.4,1.1,0.3,0.3,0.9,2.4,6.3,934,15.2,.581,.441,.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,,1.3,0.8,2.1,.107,,-0.2,-0.8,-1.0,0.2,649,9.8,.498,.350,.100,9.0,22.1,15.4,7.8,0.7,1.7,12.6,15.9,,0.0,0.6,0.6,.045,,-3.6,-1.3,-4.9,-0.5,5453280,6975610,https://www.2kratings.com/wp-content/uploads/Aron-Baynes-2K-Rating.png
Kent Bazemore,SF,30,GSW,68,21,24.8,2.9,7.9,.375,1.2,3.6,.344,1.7,4.3,.400,.453,1.7,2.2,.769,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8,bazemke01,SF,31,35,1,16.8,2.4,5.0,.480,1.1,2.5,.438,1.3,2.5,.523,.591,0.7,0.9,.750,0.4,2.6,3.0,1.6,0.9,0.5,1.1,2.2,6.6,1688,9.3,.499,.457,.275,1.7,17.1,9.4,7.4,2.1,2.1,13.2,17.5,,-0.9,1.5,0.6,.017,,-3.4,0.3,-3.1,-0.5,587,12.8,.611,.509,.183,2.5,16.1,9.4,13.4,2.4,2.9,16.7,16.4,,0.3,1.0,1.2,.101,,-1.6,2.0,0.4,0.4,19269662,2320044,https://www.2kratings.com/wp-content/uploads/Kent-Bazemore-2K-Rating.png
Darius Bazley,PF,19,OKC,61,9,18.5,2.0,5.2,.394,0.8,2.3,.348,1.2,2.9,.432,.472,0.7,1.0,.694,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6,bazleda01,PF,20,36,36,30.7,4.4,11.2,.392,1.5,5.2,.290,2.9,6.0,.479,.459,1.6,2.3,.704,0.6,6.9,7.5,1.5,0.5,0.6,1.8,0.9,11.9,1130,9.6,.497,.445,.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,,-0.5,1.5,1.0,.041,,-2.1,0.5,-1.6,0.1,1104,9.3,.487,.462,.201,2.1,23.3,12.7,7.4,0.8,1.8,12.6,19.8,,-1.6,1.5,-0.1,-0.004,,-3.2,-0.9,-4.1,-0.6,2284800,2399160,https://www.2kratings.com/wp-content/uploads/Darius-Bazley-2K-Rating.png
Bradley Beal,SG,26,WAS,57,57,36.0,10.4,22.9,.455,3.0,8.4,.353,7.4,14.4,.515,.520,6.8,8.0,.842,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5,bealbr01,SG,27,32,32,35.7,11.5,23.9,.482,2.3,6.9,.335,9.2,17.0,.541,.530,7.6,8.4,.903,1.3,4.1,5.4,4.7,1.4,0.4,3.3,2.6,32.9,2053,23.2,.579,.369,.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,,4.5,0.6,5.1,.118,,5.3,-2.4,2.9,2.5,1143,24.8,.597,.289,.352,3.9,12.3,8.0,24.6,1.8,1.1,10.6,35.8,,2.7,0.8,3.5,.147,,6.0,-1.2,4.8,2.0,27093019,28751775,https://www.2kratings.com/wp-content/uploads/Bradley-Beal-2K-Rating.png
Malik Beasley,SG,23,MIN,55,14,22.0,4.1,9.7,.425,1.9,5.0,.388,2.2,4.7,.465,.525,1.0,1.2,.818,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2,beaslma01,SG,24,33,32,33.1,7.6,16.7,.455,3.5,8.7,.406,4.1,8.0,.508,.560,1.8,2.2,.847,0.8,3.8,4.6,2.5,0.8,0.2,1.6,1.6,20.5,1209,12.7,.546,.517,.124,1.6,11.9,6.7,9.4,1.6,0.6,9.2,21.8,,0.4,0.8,1.2,.049,,-0.7,-1.4,-2.1,0.0,1093,15.9,.582,.520,.131,2.5,12.9,7.5,12.4,1.2,0.5,8.5,24.4,,1.1,0.5,1.6,.071,,2.4,-2.1,0.3,0.6,2731714,13325895,https://www.2kratings.com/wp-content/uploads/Malik-Beasley-2K-Rating.png
Marco Belinelli,SG,33,SAS,57,0,15.5,2.2,5.5,.392,1.2,3.1,.376,1.0,2.4,.412,.498,0.8,1.0,.828,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3,belinma01,,,,,,,,,,,,,,,,,,,,,,,,,,,,883,10.8,.532,.567,.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,,0.7,0.2,0.8,.046,,-0.7,-2.0,-2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,5846154,,https://www.basketball-reference.com/req/202101021/images/players/belinma01.jpg
Jordan Bell,C,25,WAS,29,0,8.8,1.2,2.3,.522,0.1,0.4,.333,1.1,1.9,.564,.552,0.7,1.1,.613,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2,belljo01,C,26,3,1,16.7,1.7,5.0,.333,0.0,0.7,.000,1.7,4.3,.385,.333,0.0,0.0,,1.7,3.7,5.3,1.7,0.3,1.0,1.0,1.3,3.3,256,13.9,.577,.179,.463,12.0,21.8,16.7,8.9,0.5,3.2,20.7,16.4,,0.2,0.2,0.4,.070,,-1.4,-1.1,-2.5,0.0,50,8.0,.333,.133,.000,10.3,23.6,16.9,13.2,0.9,5.2,16.7,14.9,,-0.1,0.1,0.0,-0.033,,-5.1,-1.2,-6.3,-0.1,250000,,https://www.basketball-reference.com/req/202101021/images/players/belljo01.jpg
DeAndre' Bembry,SG,25,TOR,43,4,21.3,2.4,5.3,.456,0.3,1.5,.231,2.1,3.8,.546,.489,0.6,1.1,.542,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8,bembrde01,SF,26,27,5,16.4,1.8,3.2,.570,0.3,0.8,.364,1.5,2.4,.641,.616,0.5,0.7,.700,0.4,1.6,2.0,2.0,0.6,0.3,1.0,1.6,4.4,915,9.6,.500,.285,.211,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,,-0.5,0.8,0.2,.012,,-3.5,1.1,-2.5,-0.1,443,10.5,.633,.256,.233,2.7,11.1,6.8,16.7,1.6,1.8,22.2,11.9,,0.4,0.4,0.7,.079,,-2.6,0.6,-2.0,0.0,2603982,1737145,https://www.2kratings.com/wp-content/uploads/DeAndre-Bembry-2K-Rating.png
Dragan Bender,PF-C,22,TOT,16,3,17.9,2.6,5.8,.446,0.9,2.7,.349,1.6,3.1,.531,.527,0.6,0.9,.714,1.0,3.6,4.6,1.8,0.3,0.6,1.3,2.6,6.7,bendedr01,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,10.9,.545,.467,.152,5.9,21.1,13.5,14.4,0.7,2.8,17.6,17.7,,0.0,0.3,0.3,.052,,-3.0,0.1,-3.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,189702,,https://www.basketball-reference.com/req/202101021/images/players/bendedr01.jpg
Dāvis Bertāns,PF,27,WAS,54,4,29.3,4.9,11.3,.434,3.7,8.7,.424,1.2,2.6,.471,.598,1.9,2.3,.852,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4,bertada01,PF,28,30,3,26.1,3.3,8.6,.388,2.9,7.6,.384,0.4,1.0,.414,.558,1.9,2.3,.853,0.5,2.7,3.1,0.9,0.6,0.2,0.6,2.5,11.5,1583,15.5,.628,.774,.200,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,,3.0,0.5,3.5,.107,,2.7,-1.8,0.9,1.1,783,11.3,.601,.888,.264,1.8,11.0,6.3,4.9,1.1,0.8,5.9,16.2,,1.0,0.4,1.4,.086,,0.2,-1.6,-1.4,0.1,7000000,15000000,https://www.2kratings.com/wp-content/uploads/Davis-Bertans-2K-Rating.png
Patrick Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,.431,1.6,4.0,.388,1.3,2.6,.496,.548,0.6,0.9,.660,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9,beverpa01,PG,32,28,28,24.2,2.8,6.3,.446,1.8,4.1,.422,1.1,2.2,.492,.585,1.1,1.4,.795,1.0,2.9,3.8,2.1,0.9,0.8,1.0,3.2,8.5,1342,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,.128,,-0.3,2.5,2.2,1.4,678,13.3,.613,.655,.220,4.6,12.9,8.8,11.7,1.8,2.8,12.2,14.4,,1.1,0.8,1.9,.134,,-0.1,0.9,0.8,0.5,12345679,13333333,https://www.2kratings.com/wp-content/uploads/Patrick-Beverley-2K-Rating.png
Khem Birch,C,27,ORL,48,24,19.2,1.5,3.0,.510,0.0,0.0,.000,1.5,3.0,.514,.510,1.4,2.1,.653,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4,birchkh01,C,28,35,1,20.1,2.2,4.4,.497,0.1,0.4,.308,2.1,4.0,.514,.510,1.5,2.0,.739,2.6,2.8,5.3,1.1,0.6,0.7,0.5,1.5,5.9,922,11.7,.566,.007,.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,,1.2,0.9,2.2,.112,,-2.5,0.2,-2.4,-0.1,703,15.6,.564,.085,.451,12.8,14.9,13.8,7.5,1.4,3.3,9.4,12.4,,1.3,0.7,2.0,.138,,-0.9,-0.6,-1.5,0.1,3000000,3000000,https://www.2kratings.com/wp-content/uploads/Khem-Birch-2K-Rating.png
Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,.467,0.1,0.8,.190,1.1,2.0,.574,.493,0.4,0.6,.727,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2,bitadgo01,C,21,16,0,9.3,1.5,2.9,.511,0.1,0.9,.133,1.4,2.0,.688,.532,0.6,0.8,.769,0.7,1.3,2.0,0.3,0.2,0.9,0.5,1.6,3.8,471,12.1,.523,.280,.220,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,,-0.1,0.8,0.7,.067,,-4.1,1.8,-2.3,0.0,148,14.1,.569,.319,.277,8.4,16.0,12.2,3.8,1.0,8.8,13.2,17.8,,0.1,0.2,0.3,.093,,-4.0,1.1,-2.9,0.0,2816760,2957520,https://www.2kratings.com/wp-content/uploads/Goga-Bitadze-2K-Rating.png
Bismack Biyombo,C,27,CHO,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,biyombi01,C,28,33,19,22.3,2.4,4.2,.569,0.0,0.0,.000,2.4,4.1,.574,.569,0.9,1.8,.483,2.2,3.4,5.6,1.5,0.3,1.2,0.9,2.5,5.6,1029,16.1,.570,.000,.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,,1.5,0.9,2.4,.113,,-1.8,-0.7,-2.5,-0.1,736,12.0,.566,.007,.438,10.4,16.9,13.6,8.7,0.6,5.2,15.5,11.1,,0.8,0.7,1.5,.095,,-2.6,-0.3,-2.9,-0.2,17000000,2331593,https://www.2kratings.com/wp-content/uploads/Bismack-Biyombo-2K-Rating.png
Nemanja Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,.481,1.9,4.4,.419,2.5,4.6,.541,.583,1.0,1.2,.821,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5,bjeline01,PF,32,19,1,18.0,3.1,6.3,.483,0.8,2.4,.333,2.3,3.9,.573,.546,1.6,2.0,.789,1.1,3.2,4.2,2.2,0.3,0.1,1.3,1.9,8.5,2011,15.7,.602,.490,.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,,3.4,1.9,5.3,.127,,1.2,0.5,1.7,1.9,342,15.0,.589,.375,.317,6.3,19.9,13.0,17.0,0.8,0.5,14.9,20.0,,0.5,0.0,0.5,.070,,-0.1,-1.3,-1.4,0.1,6825000,7150000,https://www.2kratings.com/wp-content/uploads/Nemanja-Bjelica-2K-Rating.png
Eric Bledsoe,PG,30,NOP,61,61,27.0,5.5,11.5,.475,1.2,3.5,.344,4.3,8.0,.533,.528,2.8,3.5,.790,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9,bledser01,SG,31,35,34,29.7,4.5,10.4,.435,2.0,5.1,.385,2.5,5.3,.484,.530,1.6,2.3,.679,0.5,3.1,3.5,3.8,0.8,0.3,1.6,1.5,12.6,1646,17.6,.571,.306,.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,,2.4,3.0,5.4,.157,,0.8,1.1,1.8,1.6,1038,12.7,.552,.493,.223,1.7,11.6,6.6,17.6,1.3,1.0,12.3,18.7,,1.0,0.3,1.2,.057,,-0.4,-1.6,-1.9,0.0,15625000,16875000,https://www.2kratings.com/wp-content/uploads/Eric-Bledsoe-2K-Rating.png
Bogdan Bogdanović,SG,27,ATL,61,28,29.0,5.5,12.6,.440,2.7,7.2,.372,2.8,5.3,.532,.547,1.4,1.9,.741,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1,bogdabo01,SG,28,11,2,22.6,3.2,8.3,.385,2.1,6.1,.343,1.1,2.2,.500,.511,0.9,1.0,.909,0.2,3.3,3.5,2.2,0.4,0.2,1.2,1.9,9.4,1766,15.1,.565,.576,.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,,1.8,1.3,3.1,.084,,1.2,-0.5,0.6,1.2,249,9.9,.537,.736,.121,0.9,15.7,8.3,14.2,0.8,0.7,11.9,18.7,,0.1,0.1,0.2,.043,,-0.9,-1.3,-2.2,0.0,8529386,18000000,https://www.2kratings.com/wp-content/uploads/Bogdan-Bogdanovic-2K-Rating.png
Bojan Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,.447,3.0,7.3,.414,3.6,7.6,.479,.548,4.0,4.4,.903,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2,bogdabo02,SF,31,36,36,30.6,5.2,12.1,.432,2.7,6.7,.405,2.5,5.4,.466,.545,2.6,3.0,.852,0.5,3.4,3.9,1.9,0.5,0.1,1.4,1.6,15.7,2083,15.6,.603,.489,.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,,2.6,1.6,4.2,.096,,1.6,-1.5,0.1,1.1,1102,13.3,.587,.556,.248,1.8,11.4,6.8,9.2,0.8,0.1,9.6,20.8,,1.6,1.0,2.6,.114,,0.2,-0.9,-0.7,0.4,17000000,17850000,https://www.2kratings.com/wp-content/uploads/Bojan-Bogdanovic-2K-Rating.png
Bol Bol,PF,20,DEN,7,0,12.4,2.0,4.0,.500,0.6,1.3,.444,1.4,2.7,.526,.571,1.1,1.4,.800,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7,bolbo01,PF,21,15,2,5.6,0.7,1.5,.500,0.3,0.7,.500,0.4,0.8,.500,.614,0.1,0.1,.500,0.0,0.7,0.7,0.3,0.1,0.3,0.5,0.6,1.9,87,14.4,.617,.321,.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,,0.0,0.1,0.1,.063,,-2.1,-0.7,-2.9,0.0,84,8.0,.612,.455,.091,0.0,14.7,7.5,6.3,1.2,5.8,25.9,16.1,,-0.1,0.1,0.0,-0.001,,-3.8,0.0,-3.8,0.0,,2058240,https://www.2kratings.com/wp-content/uploads/Bol-Bol-2K-Rating.png
Jonah Bolden,C,24,TOT,7,0,6.7,0.6,1.6,.364,0.0,0.6,.000,0.6,1.0,.571,.364,0.3,0.6,.500,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4,boldejo01,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,4.9,.392,.364,.364,7.0,14.3,10.6,0.0,3.0,3.7,13.6,13.4,,-0.1,0.1,0.0,-0.006,,-8.7,-0.1,-8.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,81678,,https://www.basketball-reference.com/req/202101021/images/players/boldejo01.jpg
Marques Bolden,C,21,CLE,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,boldema01,C,22,6,0,4.8,0.2,0.5,.333,0.0,0.0,,0.2,0.5,.333,.333,0.8,1.3,.625,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,1.2,3,19.8,,,,0.0,74.7,37.0,0.0,16.2,0.0,,0.0,,0.0,0.0,0.0,.282,,-5.9,11.3,5.4,0.0,29,13.4,.537,.000,2.667,11.4,12.0,11.7,0.0,3.4,6.3,23.5,12.7,,0.0,0.0,0.0,.067,,-3.4,0.6,-2.8,0.0,50752,,https://www.2kratings.com/wp-content/uploads/Marques-Bolden-2K-Rating.png
Jordan Bone,PG,22,ORL,10,0,5.3,0.5,2.0,.250,0.2,1.0,.200,0.3,1.0,.300,.300,0.0,0.0,,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2,bonejo01,PG,23,14,0,14.0,1.6,3.9,.426,0.7,2.3,.313,0.9,1.6,.591,.519,0.0,0.0,,0.3,1.4,1.7,1.3,0.1,0.0,0.2,0.8,4.0,53,0.8,.300,.500,.000,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,,-0.1,0.0,-0.1,-0.117,,-9.1,-2.8,-11.9,-0.1,196,8.9,.519,.593,.000,2.0,11.0,6.4,13.2,0.5,0.0,5.3,12.5,,0.1,0.1,0.2,.054,,-2.6,-1.6,-4.2,-0.1,,,https://www.2kratings.com/wp-content/uploads/Jordan-Bone-2K-Rating.png
Isaac Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,.504,0.4,1.1,.352,1.4,2.5,.571,.558,1.0,1.3,.812,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0,bongais01,SF,21,22,7,12.3,0.8,2.0,.378,0.5,1.3,.345,0.3,0.7,.438,.489,0.1,0.2,.750,0.4,1.6,2.0,0.6,0.3,0.2,0.4,1.5,2.1,1250,10.2,.608,.303,.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,,1.2,0.6,1.8,.068,,-2.7,-0.1,-2.8,-0.3,271,5.1,.503,.644,.089,3.4,13.9,8.6,6.0,1.0,1.6,16.1,8.5,,0.0,0.2,0.1,.022,,-4.6,-1.2,-5.7,-0.3,1416852,1663861,https://www.2kratings.com/wp-content/uploads/Isaac-Bonga-2K-Rating.png
Devin Booker,SG,23,PHO,70,70,35.9,9.0,18.3,.489,2.0,5.7,.354,6.9,12.6,.549,.544,6.7,7.3,.919,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6,bookede01,SG,24,31,31,33.9,9.2,18.5,.496,2.0,5.6,.362,7.1,12.9,.554,.551,4.5,5.4,.839,0.2,3.5,3.6,4.4,0.9,0.3,3.3,3.0,24.9,2512,20.6,.618,.310,.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,,6.0,1.5,7.5,.143,,3.4,-1.3,2.2,2.6,1050,18.6,.597,.304,.293,0.7,11.1,6.0,21.6,1.3,0.7,13.7,31.9,,1.0,1.2,2.3,.103,,0.8,-0.9,-0.1,0.5,27250000,29430000,https://www.2kratings.com/wp-content/uploads/Devin-Booker-2K-Rating.png
Chris Boucher,C,27,TOR,62,0,13.2,2.3,4.8,.472,0.6,1.9,.322,1.7,2.9,.569,.535,1.5,1.9,.784,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6,bouchch01,C,28,36,2,23.6,4.8,8.9,.534,1.7,3.8,.445,3.1,5.1,.600,.629,2.4,3.1,.759,1.9,4.6,6.5,1.0,0.6,1.9,0.7,2.7,13.6,819,20.7,.587,.395,.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,,2.1,1.8,3.8,.224,,1.0,1.0,2.0,0.8,851,22.9,.660,.425,.348,8.5,22.5,15.3,6.8,1.1,8.3,6.5,20.2,,2.6,1.2,3.9,.219,,3.4,0.3,3.7,1.2,1588231,6490385,https://www.2kratings.com/wp-content/uploads/Chris-Boucher-2K-Rating.png
Brian Bowen,SF,21,IND,6,1,5.2,0.5,1.7,.300,0.0,0.3,.000,0.5,1.3,.375,.300,0.0,0.0,,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0,bowenbr02,SF,22,1,0,5.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,31,0.1,.300,.200,.000,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,,-0.1,0.0,-0.1,-0.107,,-9.1,-1.6,-10.7,-0.1,5,17.7,.615,.000,.500,0.0,22.6,11.3,0.0,0.0,0.0,0.0,21.1,,0.0,0.0,0.0,.155,,0.5,-2.4,-1.8,0.0,,,https://www.basketball-reference.com/req/202101021/images/players/bowenbr02.jpg
Ky Bowman,PG,22,GSW,45,12,22.6,3.0,7.1,.417,0.7,2.4,.308,2.2,4.8,.472,.469,0.8,0.9,.829,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4,bowmaky01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,,-0.6,0.6,-0.1,-0.003,,-4.0,-0.3,-4.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,350189,,https://www.basketball-reference.com/req/202101021/images/players/bowmaky01.jpg
Avery Bradley,SG,29,MIA,49,44,24.2,3.5,7.8,.444,1.3,3.5,.364,2.2,4.3,.510,.526,0.4,0.5,.833,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6,bradlav01,SG,30,10,1,21.1,3.1,6.6,.470,1.6,3.8,.421,1.5,2.8,.536,.591,0.7,0.9,.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5,1186,8.9,.537,.452,.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,,0.2,1.4,1.5,.062,,-3.0,0.5,-2.5,-0.2,211,10.4,.607,.576,.136,1.1,8.1,4.8,10.3,1.6,0.5,11.4,16.7,,0.1,0.2,0.3,.076,,-2.7,-0.6,-3.2,-0.1,2000000,5635000,https://www.2kratings.com/wp-content/uploads/Avery-Bradley-2K-Rating.png
Tony Bradley,C,22,PHI,58,3,11.4,2.2,3.3,.667,0.1,0.1,1.000,2.1,3.2,.661,.675,0.5,0.8,.652,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9,bradlto01,C,23,12,1,10.6,1.8,3.3,.564,0.0,0.1,.000,1.8,3.2,.579,.564,0.3,0.4,.600,1.8,2.4,4.2,0.5,0.3,0.6,0.1,0.9,3.9,663,21.7,.681,.016,.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,,2.2,1.1,3.3,.236,,1.0,0.3,1.3,0.6,127,20.8,.570,.026,.128,18.7,24.2,21.6,6.9,1.1,4.9,2.4,14.1,,0.4,0.2,0.6,.218,,2.1,-0.4,1.7,0.1,1962360,3542060,https://www.2kratings.com/wp-content/uploads/Tony-Bradley-2K-Rating.png
Jarrell Brantley,PF,23,UTA,9,0,10.7,1.1,3.1,.357,0.3,1.4,.231,0.8,1.7,.467,.411,0.1,0.2,.500,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7,brantja01,PF,24,10,0,2.8,0.4,1.0,.400,0.3,0.7,.429,0.1,0.3,.333,.550,0.0,0.0,,0.2,0.5,0.7,0.0,0.1,0.1,0.1,0.4,1.1,96,8.0,.416,.464,.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,,-0.2,0.1,0.0,-0.006,,-5.3,0.7,-4.6,-0.1,28,11.7,.550,.700,.000,7.9,18.4,13.3,0.0,1.7,2.8,9.1,16.9,,0.0,0.0,0.1,.103,,-1.6,0.3,-1.3,0.0,,,https://www.2kratings.com/wp-content/uploads/Jarrell-Brantley-2K-Rating.png
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,.273,0.1,1.0,.111,0.6,1.4,.385,.295,0.4,0.6,.800,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9,brazdig01,SF,22,4,0,1.8,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.5,0.5,1.000,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.0,0.5,53,3.2,.351,.409,.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,,-0.1,0.0,-0.1,-0.108,,-5.1,-3.9,-9.0,-0.1,7,11.3,.532,.000,2.000,15.5,15.0,15.2,17.6,0.0,0.0,34.7,18.2,,0.0,0.0,0.0,.032,,-2.9,-1.9,-4.8,0.0,898310,1517981,https://www.2kratings.com/wp-content/uploads/Ignas-Brazdeikis-2K-Rating.png
